Token,File,Matrix,TimePeriod
KNR_LOC_WACC,EV_KNR_LOC_Skim.omx,Access Walk Time,EV
KNR_LOC_WEGR,EV_KNR_LOC_Skim.omx,Egress Walk Time,EV
KNR_LOC_DTIME,EV_KNR_LOC_Skim.omx,Access Drive Time,EV
KNR_LOC_DDIST,EV_KNR_LOC_Skim.omx,Access Drive Distance,EV
KNR_LOC_DT,EV_KNR_LOC_Skim.omx,Dwelling Time,EV
KNR_LOC_NT,EV_KNR_LOC_Skim.omx,Number of Transfers,EV
KNR_LOC_IVTT_PMov,EV_KNR_LOC_Skim.omx,IVTT_PMov,EV
KNR_LOC_IVTT_Bus,EV_KNR_LOC_Skim.omx,IVTT_Bus,EV
KNR_LOC_IVTT_StCar,EV_KNR_LOC_Skim.omx,IVTT_StCar,EV
KNR_LOC_IVTT_Brt,EV_KNR_LOC_Skim.omx,IVTT_Brt,EV
KNR_LOC_IVTT_UrbRail,EV_KNR_LOC_Skim.omx,IVTT_UrbRail,EV
KNR_LOC_IVTT_ComRail,EV_KNR_LOC_Skim.omx,IVTT_ComRail,EV
KNR_PRM_GC,EV_KNR_PRM_Skim.omx,Generalized Cost,EV
KNR_PRM_FARE,EV_KNR_PRM_Skim.omx,Fare,EV
KNR_PRM_IVT,EV_KNR_PRM_Skim.omx,In-Vehicle Time,EV
KNR_PRM_IWAIT,EV_KNR_PRM_Skim.omx,Initial Wait Time,EV
KNR_PRM_XWAIT,EV_KNR_PRM_Skim.omx,Transfer Wait Time,EV
KNR_PRM_XPEN,EV_KNR_PRM_Skim.omx,Transfer Penalty Time,EV
KNR_PRM_WAUX,EV_KNR_PRM_Skim.omx,Transfer Walk Time,EV
KNR_PRM_WACC,EV_KNR_PRM_Skim.omx,Access Walk Time,EV
KNR_PRM_WEGR,EV_KNR_PRM_Skim.omx,Egress Walk Time,EV
KNR_PRM_DTIME,EV_KNR_PRM_Skim.omx,Access Drive Time,EV
KNR_PRM_DDIST,EV_KNR_PRM_Skim.omx,Access Drive Distance,EV
KNR_PRM_DT,EV_KNR_PRM_Skim.omx,Dwelling Time,EV
KNR_PRM_NT,EV_KNR_PRM_Skim.omx,Number of Transfers,EV
KNR_PRM_IVTT_PMov,EV_KNR_PRM_Skim.omx,IVTT_PMov,EV
KNR_PRM_IVTT_Bus,EV_KNR_PRM_Skim.omx,IVTT_Bus,EV
KNR_PRM_IVTT_StCar,EV_KNR_PRM_Skim.omx,IVTT_StCar,EV
KNR_PRM_IVTT_Brt,EV_KNR_PRM_Skim.omx,IVTT_Brt,EV
KNR_PRM_IVTT_UrbRail,EV_KNR_PRM_Skim.omx,IVTT_UrbRail,EV
KNR_PRM_IVTT_ComRail,EV_KNR_PRM_Skim.omx,IVTT_ComRail,EV
KNR_MIX_GC,EV_KNR_MIX_Skim.omx,Generalized Cost,EV
KNR_MIX_FARE,EV_KNR_MIX_Skim.omx,Fare,EV
KNR_MIX_IVT,EV_KNR_MIX_Skim.omx,In-Vehicle Time,EV
KNR_MIX_IWAIT,EV_KNR_MIX_Skim.omx,Initial Wait Time,EV
KNR_MIX_XWAIT,EV_KNR_MIX_Skim.omx,Transfer Wait Time,EV
KNR_MIX_XPEN,EV_KNR_MIX_Skim.omx,Transfer Penalty Time,EV
KNR_MIX_WAUX,EV_KNR_MIX_Skim.omx,Transfer Walk Time,EV
KNR_MIX_WACC,EV_KNR_MIX_Skim.omx,Access Walk Time,EV
KNR_MIX_WEGR,EV_KNR_MIX_Skim.omx,Egress Walk Time,EV
KNR_MIX_DTIME,EV_KNR_MIX_Skim.omx,Access Drive Time,EV
KNR_MIX_DDIST,EV_KNR_MIX_Skim.omx,Access Drive Distance,EV
KNR_MIX_DT,EV_KNR_MIX_Skim.omx,Dwelling Time,EV
KNR_MIX_NT,EV_KNR_MIX_Skim.omx,Number of Transfers,EV
KNR_MIX_IVTT_PMov,EV_KNR_MIX_Skim.omx,IVTT_PMov,EV
KNR_MIX_IVTT_Bus,EV_KNR_MIX_Skim.omx,IVTT_Bus,EV
KNR_MIX_IVTT_StCar,EV_KNR_MIX_Skim.omx,IVTT_StCar,EV
KNR_MIX_IVTT_Brt,EV_KNR_MIX_Skim.omx,IVTT_Brt,EV
KNR_MIX_IVTT_UrbRail,EV_KNR_MIX_Skim.omx,IVTT_UrbRail,EV
KNR_MIX_IVTT_ComRail,EV_KNR_MIX_Skim.omx,IVTT_ComRail,EV
WLK_LOC_GC,EA_WLK_LOC_Skim.omx,Generalized Cost,EA
WLK_LOC_FARE,EA_WLK_LOC_Skim.omx,Fare,EA
WLK_LOC_IVT,EA_WLK_LOC_Skim.omx,In-Vehicle Time,EA
WLK_LOC_IWAIT,EA_WLK_LOC_Skim.omx,Initial Wait Time,EA
WLK_LOC_XWAIT,EA_WLK_LOC_Skim.omx,Transfer Wait Time,EA
WLK_LOC_XPEN,EA_WLK_LOC_Skim.omx,Transfer Penalty Time,EA
WLK_LOC_WAUX,EA_WLK_LOC_Skim.omx,Transfer Walk Time,EA
WLK_LOC_WACC,EA_WLK_LOC_Skim.omx,Access Walk Time,EA
WLK_LOC_WEGR,EA_WLK_LOC_Skim.omx,Egress Walk Time,EA
WLK_LOC_DT,EA_WLK_LOC_Skim.omx,Dwelling Time,EA
WLK_LOC_NT,EA_WLK_LOC_Skim.omx,Number of Transfers,EA
WLK_LOC_IVTT_PMov,EA_WLK_LOC_Skim.omx,IVTT_PMov,EA
WLK_LOC_IVTT_Bus,EA_WLK_LOC_Skim.omx,IVTT_Bus,EA
WLK_LOC_IVTT_StCar,EA_WLK_LOC_Skim.omx,IVTT_StCar,EA
WLK_LOC_IVTT_Brt,EA_WLK_LOC_Skim.omx,IVTT_Brt,EA
WLK_LOC_IVTT_UrbRail,EA_WLK_LOC_Skim.omx,IVTT_UrbRail,EA
WLK_LOC_IVTT_ComRail,EA_WLK_LOC_Skim.omx,IVTT_ComRail,EA
WLK_PRM_GC,EA_WLK_PRM_Skim.omx,Generalized Cost,EA
WLK_PRM_FARE,EA_WLK_PRM_Skim.omx,Fare,EA
WLK_PRM_IVT,EA_WLK_PRM_Skim.omx,In-Vehicle Time,EA
WLK_PRM_IWAIT,EA_WLK_PRM_Skim.omx,Initial Wait Time,EA
WLK_PRM_XWAIT,EA_WLK_PRM_Skim.omx,Transfer Wait Time,EA
WLK_PRM_XPEN,EA_WLK_PRM_Skim.omx,Transfer Penalty Time,EA
WLK_PRM_WAUX,EA_WLK_PRM_Skim.omx,Transfer Walk Time,EA
WLK_PRM_WACC,EA_WLK_PRM_Skim.omx,Access Walk Time,EA
WLK_PRM_WEGR,EA_WLK_PRM_Skim.omx,Egress Walk Time,EA
WLK_PRM_DT,EA_WLK_PRM_Skim.omx,Dwelling Time,EA
WLK_PRM_NT,EA_WLK_PRM_Skim.omx,Number of Transfers,EA
WLK_PRM_IVTT_PMov,EA_WLK_PRM_Skim.omx,IVTT_PMov,EA
WLK_PRM_IVTT_Bus,EA_WLK_PRM_Skim.omx,IVTT_Bus,EA
WLK_PRM_IVTT_StCar,EA_WLK_PRM_Skim.omx,IVTT_StCar,EA
WLK_PRM_IVTT_Brt,EA_WLK_PRM_Skim.omx,IVTT_Brt,EA
WLK_PRM_IVTT_UrbRail,EA_WLK_PRM_Skim.omx,IVTT_UrbRail,EA
WLK_PRM_IVTT_ComRail,EA_WLK_PRM_Skim.omx,IVTT_ComRail,EA
WLK_MIX_GC,EA_WLK_MIX_Skim.omx,Generalized Cost,EA
WLK_MIX_FARE,EA_WLK_MIX_Skim.omx,Fare,EA
WLK_MIX_IVT,EA_WLK_MIX_Skim.omx,In-Vehicle Time,EA
WLK_MIX_IWAIT,EA_WLK_MIX_Skim.omx,Initial Wait Time,EA
WLK_MIX_XWAIT,EA_WLK_MIX_Skim.omx,Transfer Wait Time,EA
WLK_MIX_XPEN,EA_WLK_MIX_Skim.omx,Transfer Penalty Time,EA
WLK_MIX_WAUX,EA_WLK_MIX_Skim.omx,Transfer Walk Time,EA
WLK_MIX_WACC,EA_WLK_MIX_Skim.omx,Access Walk Time,EA
WLK_MIX_WEGR,EA_WLK_MIX_Skim.omx,Egress Walk Time,EA
WLK_MIX_DT,EA_WLK_MIX_Skim.omx,Dwelling Time,EA
WLK_MIX_NT,EA_WLK_MIX_Skim.omx,Number of Transfers,EA
WLK_MIX_IVTT_PMov,EA_WLK_MIX_Skim.omx,IVTT_PMov,EA
WLK_MIX_IVTT_Bus,EA_WLK_MIX_Skim.omx,IVTT_Bus,EA
WLK_MIX_IVTT_StCar,EA_WLK_MIX_Skim.omx,IVTT_StCar,EA
WLK_MIX_IVTT_Brt,EA_WLK_MIX_Skim.omx,IVTT_Brt,EA
WLK_MIX_IVTT_UrbRail,EA_WLK_MIX_Skim.omx,IVTT_UrbRail,EA
WLK_MIX_IVTT_ComRail,EA_WLK_MIX_Skim.omx,IVTT_ComRail,EA
PNR_LOC_GC,EA_DRV_LOC_Skim.omx,Generalized Cost,EA
PNR_LOC_FARE,EA_DRV_LOC_Skim.omx,Fare,EA
PNR_LOC_IVT,EA_DRV_LOC_Skim.omx,In-Vehicle Time,EA
PNR_LOC_IWAIT,EA_DRV_LOC_Skim.omx,Initial Wait Time,EA
PNR_LOC_XWAIT,EA_DRV_LOC_Skim.omx,Transfer Wait Time,EA
PNR_LOC_XPEN,EA_DRV_LOC_Skim.omx,Transfer Penalty Time,EA
PNR_LOC_WAUX,EA_DRV_LOC_Skim.omx,Transfer Walk Time,EA
PNR_LOC_WACC,EA_DRV_LOC_Skim.omx,Access Walk Time,EA
PNR_LOC_WEGR,EA_DRV_LOC_Skim.omx,Egress Walk Time,EA
PNR_LOC_DTIME,EA_DRV_LOC_Skim.omx,Access Drive Time,EA
PNR_LOC_DDIST,EA_DRV_LOC_Skim.omx,Access Drive Distance,EA
PNR_LOC_DT,EA_DRV_LOC_Skim.omx,Dwelling Time,EA
PNR_LOC_NT,EA_DRV_LOC_Skim.omx,Number of Transfers,EA
PNR_LOC_IVTT_PMov,EA_DRV_LOC_Skim.omx,IVTT_PMov,EA
PNR_LOC_IVTT_Bus,EA_DRV_LOC_Skim.omx,IVTT_Bus,EA
PNR_LOC_IVTT_StCar,EA_DRV_LOC_Skim.omx,IVTT_StCar,EA
PNR_LOC_IVTT_Brt,EA_DRV_LOC_Skim.omx,IVTT_Brt,EA
PNR_LOC_IVTT_UrbRail,EA_DRV_LOC_Skim.omx,IVTT_UrbRail,EA
PNR_LOC_IVTT_ComRail,EA_DRV_LOC_Skim.omx,IVTT_ComRail,EA
PNR_PRM_GC,EA_DRV_PRM_Skim.omx,Generalized Cost,EA
PNR_PRM_FARE,EA_DRV_PRM_Skim.omx,Fare,EA
PNR_PRM_IVT,EA_DRV_PRM_Skim.omx,In-Vehicle Time,EA
PNR_PRM_IWAIT,EA_DRV_PRM_Skim.omx,Initial Wait Time,EA
PNR_PRM_XWAIT,EA_DRV_PRM_Skim.omx,Transfer Wait Time,EA
PNR_PRM_XPEN,EA_DRV_PRM_Skim.omx,Transfer Penalty Time,EA
PNR_PRM_WAUX,EA_DRV_PRM_Skim.omx,Transfer Walk Time,EA
PNR_PRM_WACC,EA_DRV_PRM_Skim.omx,Access Walk Time,EA
PNR_PRM_WEGR,EA_DRV_PRM_Skim.omx,Egress Walk Time,EA
PNR_PRM_DTIME,EA_DRV_PRM_Skim.omx,Access Drive Time,EA
PNR_PRM_DDIST,EA_DRV_PRM_Skim.omx,Access Drive Distance,EA
PNR_PRM_DT,EA_DRV_PRM_Skim.omx,Dwelling Time,EA
PNR_PRM_NT,EA_DRV_PRM_Skim.omx,Number of Transfers,EA
PNR_PRM_IVTT_PMov,EA_DRV_PRM_Skim.omx,IVTT_PMov,EA
PNR_PRM_IVTT_Bus,EA_DRV_PRM_Skim.omx,IVTT_Bus,EA
PNR_PRM_IVTT_StCar,EA_DRV_PRM_Skim.omx,IVTT_StCar,EA
PNR_PRM_IVTT_Brt,EA_DRV_PRM_Skim.omx,IVTT_Brt,EA
PNR_PRM_IVTT_UrbRail,EA_DRV_PRM_Skim.omx,IVTT_UrbRail,EA
PNR_PRM_IVTT_ComRail,EA_DRV_PRM_Skim.omx,IVTT_ComRail,EA
PNR_MIX_GC,EA_DRV_MIX_Skim.omx,Generalized Cost,EA
PNR_MIX_FARE,EA_DRV_MIX_Skim.omx,Fare,EA
PNR_MIX_IVT,EA_DRV_MIX_Skim.omx,In-Vehicle Time,EA
PNR_MIX_IWAIT,EA_DRV_MIX_Skim.omx,Initial Wait Time,EA
PNR_MIX_XWAIT,EA_DRV_MIX_Skim.omx,Transfer Wait Time,EA
PNR_MIX_XPEN,EA_DRV_MIX_Skim.omx,Transfer Penalty Time,EA
PNR_MIX_WAUX,EA_DRV_MIX_Skim.omx,Transfer Walk Time,EA
PNR_MIX_WACC,EA_DRV_MIX_Skim.omx,Access Walk Time,EA
PNR_MIX_WEGR,EA_DRV_MIX_Skim.omx,Egress Walk Time,EA
PNR_MIX_DTIME,EA_DRV_MIX_Skim.omx,Access Drive Time,EA
PNR_MIX_DDIST,EA_DRV_MIX_Skim.omx,Access Drive Distance,EA
PNR_MIX_DT,EA_DRV_MIX_Skim.omx,Dwelling Time,EA
PNR_MIX_NT,EA_DRV_MIX_Skim.omx,Number of Transfers,EA
PNR_MIX_IVTT_PMov,EA_DRV_MIX_Skim.omx,IVTT_PMov,EA
PNR_MIX_IVTT_Bus,EA_DRV_MIX_Skim.omx,IVTT_Bus,EA
PNR_MIX_IVTT_StCar,EA_DRV_MIX_Skim.omx,IVTT_StCar,EA
PNR_MIX_IVTT_Brt,EA_DRV_MIX_Skim.omx,IVTT_Brt,EA
PNR_MIX_IVTT_UrbRail,EA_DRV_MIX_Skim.omx,IVTT_UrbRail,EA
PNR_MIX_IVTT_ComRail,EA_DRV_MIX_Skim.omx,IVTT_ComRail,EA
KNR_LOC_GC,EA_KNR_LOC_Skim.omx,Generalized Cost,EA
KNR_LOC_FARE,EA_KNR_LOC_Skim.omx,Fare,EA
KNR_LOC_IVT,EA_KNR_LOC_Skim.omx,In-Vehicle Time,EA
KNR_LOC_IWAIT,EA_KNR_LOC_Skim.omx,Initial Wait Time,EA
KNR_LOC_XWAIT,EA_KNR_LOC_Skim.omx,Transfer Wait Time,EA
KNR_LOC_XPEN,EA_KNR_LOC_Skim.omx,Transfer Penalty Time,EA
KNR_LOC_WAUX,EA_KNR_LOC_Skim.omx,Transfer Walk Time,EA
KNR_LOC_WACC,EA_KNR_LOC_Skim.omx,Access Walk Time,EA
KNR_LOC_WEGR,EA_KNR_LOC_Skim.omx,Egress Walk Time,EA
KNR_LOC_DTIME,EA_KNR_LOC_Skim.omx,Access Drive Time,EA
KNR_LOC_DDIST,EA_KNR_LOC_Skim.omx,Access Drive Distance,EA
KNR_LOC_DT,EA_KNR_LOC_Skim.omx,Dwelling Time,EA
KNR_LOC_NT,EA_KNR_LOC_Skim.omx,Number of Transfers,EA
KNR_LOC_IVTT_PMov,EA_KNR_LOC_Skim.omx,IVTT_PMov,EA
KNR_LOC_IVTT_Bus,EA_KNR_LOC_Skim.omx,IVTT_Bus,EA
KNR_LOC_IVTT_StCar,EA_KNR_LOC_Skim.omx,IVTT_StCar,EA
KNR_LOC_IVTT_Brt,EA_KNR_LOC_Skim.omx,IVTT_Brt,EA
KNR_LOC_IVTT_UrbRail,EA_KNR_LOC_Skim.omx,IVTT_UrbRail,EA
KNR_LOC_IVTT_ComRail,EA_KNR_LOC_Skim.omx,IVTT_ComRail,EA
KNR_PRM_GC,EA_KNR_PRM_Skim.omx,Generalized Cost,EA
KNR_PRM_FARE,EA_KNR_PRM_Skim.omx,Fare,EA
KNR_PRM_IVT,EA_KNR_PRM_Skim.omx,In-Vehicle Time,EA
KNR_PRM_IWAIT,EA_KNR_PRM_Skim.omx,Initial Wait Time,EA
KNR_PRM_XWAIT,EA_KNR_PRM_Skim.omx,Transfer Wait Time,EA
KNR_PRM_XPEN,EA_KNR_PRM_Skim.omx,Transfer Penalty Time,EA
KNR_PRM_WAUX,EA_KNR_PRM_Skim.omx,Transfer Walk Time,EA
KNR_PRM_WACC,EA_KNR_PRM_Skim.omx,Access Walk Time,EA
KNR_PRM_WEGR,EA_KNR_PRM_Skim.omx,Egress Walk Time,EA
KNR_PRM_DTIME,EA_KNR_PRM_Skim.omx,Access Drive Time,EA
KNR_PRM_DDIST,EA_KNR_PRM_Skim.omx,Access Drive Distance,EA
KNR_PRM_DT,EA_KNR_PRM_Skim.omx,Dwelling Time,EA
KNR_PRM_NT,EA_KNR_PRM_Skim.omx,Number of Transfers,EA
KNR_PRM_IVTT_PMov,EA_KNR_PRM_Skim.omx,IVTT_PMov,EA
KNR_PRM_IVTT_Bus,EA_KNR_PRM_Skim.omx,IVTT_Bus,EA
KNR_PRM_IVTT_StCar,EA_KNR_PRM_Skim.omx,IVTT_StCar,EA
KNR_PRM_IVTT_Brt,EA_KNR_PRM_Skim.omx,IVTT_Brt,EA
KNR_PRM_IVTT_UrbRail,EA_KNR_PRM_Skim.omx,IVTT_UrbRail,EA
KNR_PRM_IVTT_ComRail,EA_KNR_PRM_Skim.omx,IVTT_ComRail,EA
KNR_MIX_GC,EA_KNR_MIX_Skim.omx,Generalized Cost,EA
KNR_MIX_FARE,EA_KNR_MIX_Skim.omx,Fare,EA
KNR_MIX_IVT,EA_KNR_MIX_Skim.omx,In-Vehicle Time,EA
KNR_MIX_IWAIT,EA_KNR_MIX_Skim.omx,Initial Wait Time,EA
KNR_MIX_XWAIT,EA_KNR_MIX_Skim.omx,Transfer Wait Time,EA
KNR_MIX_XPEN,EA_KNR_MIX_Skim.omx,Transfer Penalty Time,EA
KNR_MIX_WAUX,EA_KNR_MIX_Skim.omx,Transfer Walk Time,EA
KNR_MIX_WACC,EA_KNR_MIX_Skim.omx,Access Walk Time,EA
KNR_MIX_WEGR,EA_KNR_MIX_Skim.omx,Egress Walk Time,EA
KNR_MIX_DTIME,EA_KNR_MIX_Skim.omx,Access Drive Time,EA
KNR_MIX_DDIST,EA_KNR_MIX_Skim.omx,Access Drive Distance,EA
KNR_MIX_DT,EA_KNR_MIX_Skim.omx,Dwelling Time,EA
KNR_MIX_NT,EA_KNR_MIX_Skim.omx,Number of Transfers,EA
KNR_MIX_IVTT_PMov,EA_KNR_MIX_Skim.omx,IVTT_PMov,EA
KNR_MIX_IVTT_Bus,EA_KNR_MIX_Skim.omx,IVTT_Bus,EA
KNR_MIX_IVTT_StCar,EA_KNR_MIX_Skim.omx,IVTT_StCar,EA
KNR_MIX_IVTT_Brt,EA_KNR_MIX_Skim.omx,IVTT_Brt,EA
KNR_MIX_IVTT_UrbRail,EA_KNR_MIX_Skim.omx,IVTT_UrbRail,EA
KNR_MIX_IVTT_ComRail,EA_KNR_MIX_Skim.omx,IVTT_ComRail,EA
WLK_TRN_GC,AM_WLK_All_Skim.omx,Generalized Cost,AM
WLK_TRN_FARE,AM_WLK_All_Skim.omx,Fare,AM
WLK_TRN_IVT,AM_WLK_All_Skim.omx,In-Vehicle Time,AM
WLK_TRN_IWAIT,AM_WLK_All_Skim.omx,Initial Wait Time,AM
WLK_TRN_XWAIT,AM_WLK_All_Skim.omx,Transfer Wait Time,AM
WLK_TRN_XPEN,AM_WLK_All_Skim.omx,Transfer Penalty Time,AM
WLK_TRN_WAUX,AM_WLK_All_Skim.omx,Transfer Walk Time,AM
WLK_TRN_WACC,AM_WLK_All_Skim.omx,Access Walk Time,AM
WLK_TRN_WEGR,AM_WLK_All_Skim.omx,Egress Walk Time,AM
WLK_TRN_DT,AM_WLK_All_Skim.omx,Dwelling Time,AM
WLK_TRN_NT,AM_WLK_All_Skim.omx,Number of Transfers,AM
WLK_TRN_GC,MD_WLK_All_Skim.omx,Generalized Cost,MD
WLK_TRN_FARE,MD_WLK_All_Skim.omx,Fare,MD
WLK_TRN_IVT,MD_WLK_All_Skim.omx,In-Vehicle Time,MD
WLK_TRN_IWAIT,MD_WLK_All_Skim.omx,Initial Wait Time,MD
WLK_TRN_XWAIT,MD_WLK_All_Skim.omx,Transfer Wait Time,MD
WLK_TRN_XPEN,MD_WLK_All_Skim.omx,Transfer Penalty Time,MD
WLK_TRN_WAUX,MD_WLK_All_Skim.omx,Transfer Walk Time,MD
WLK_TRN_WACC,MD_WLK_All_Skim.omx,Access Walk Time,MD
WLK_TRN_WEGR,MD_WLK_All_Skim.omx,Egress Walk Time,MD
WLK_TRN_DT,MD_WLK_All_Skim.omx,Dwelling Time,MD
WLK_TRN_NT,MD_WLK_All_Skim.omx,Number of Transfers,MD
WLK_TRN_GC,PM_WLK_All_Skim.omx,Generalized Cost,PM
WLK_TRN_FARE,PM_WLK_All_Skim.omx,Fare,PM
WLK_TRN_IVT,PM_WLK_All_Skim.omx,In-Vehicle Time,PM
WLK_TRN_IWAIT,PM_WLK_All_Skim.omx,Initial Wait Time,PM
WLK_TRN_XWAIT,PM_WLK_All_Skim.omx,Transfer Wait Time,PM
WLK_TRN_XPEN,PM_WLK_All_Skim.omx,Transfer Penalty Time,PM
WLK_TRN_WAUX,PM_WLK_All_Skim.omx,Transfer Walk Time,PM
WLK_TRN_WACC,PM_WLK_All_Skim.omx,Access Walk Time,PM
WLK_TRN_WEGR,PM_WLK_All_Skim.omx,Egress Walk Time,PM
WLK_TRN_DT,PM_WLK_All_Skim.omx,Dwelling Time,PM
WLK_TRN_NT,PM_WLK_All_Skim.omx,Number of Transfers,PM
WLK_TRN_GC,EV_WLK_All_Skim.omx,Generalized Cost,EV
WLK_TRN_FARE,EV_WLK_All_Skim.omx,Fare,EV
WLK_TRN_IVT,EV_WLK_All_Skim.omx,In-Vehicle Time,EV
WLK_TRN_IWAIT,EV_WLK_All_Skim.omx,Initial Wait Time,EV
WLK_TRN_XWAIT,EV_WLK_All_Skim.omx,Transfer Wait Time,EV
WLK_TRN_XPEN,EV_WLK_All_Skim.omx,Transfer Penalty Time,EV
WLK_TRN_WAUX,EV_WLK_All_Skim.omx,Transfer Walk Time,EV
WLK_TRN_WACC,EV_WLK_All_Skim.omx,Access Walk Time,EV
WLK_TRN_WEGR,EV_WLK_All_Skim.omx,Egress Walk Time,EV
WLK_TRN_DT,EV_WLK_All_Skim.omx,Dwelling Time,EV
WLK_TRN_NT,EV_WLK_All_Skim.omx,Number of Transfers,EV
WLK_TRN_GC,EA_WLK_All_Skim.omx,Generalized Cost,EA
WLK_TRN_FARE,EA_WLK_All_Skim.omx,Fare,EA
WLK_TRN_IVT,EA_WLK_All_Skim.omx,In-Vehicle Time,EA
WLK_TRN_IWAIT,EA_WLK_All_Skim.omx,Initial Wait Time,EA
WLK_TRN_XWAIT,EA_WLK_All_Skim.omx,Transfer Wait Time,EA
WLK_TRN_XPEN,EA_WLK_All_Skim.omx,Transfer Penalty Time,EA
WLK_TRN_WAUX,EA_WLK_All_Skim.omx,Transfer Walk Time,EA
WLK_TRN_WACC,EA_WLK_All_Skim.omx,Access Walk Time,EA
WLK_TRN_WEGR,EA_WLK_All_Skim.omx,Egress Walk Time,EA
WLK_TRN_DT,EA_WLK_All_Skim.omx,Dwelling Time,EA
WLK_TRN_NT,EA_WLK_All_Skim.omx,Number of Transfers,EA
PNRE_LOC_GC,EA_DRVE_LOC_Skim.omx,Generalized Cost,EA
PNRE_LOC_FARE,EA_DRVE_LOC_Skim.omx,Fare,EA
PNRE_LOC_IVT,EA_DRVE_LOC_Skim.omx,In-Vehicle Time,EA
PNRE_LOC_IWAIT,EA_DRVE_LOC_Skim.omx,Initial Wait Time,EA
PNRE_LOC_XWAIT,EA_DRVE_LOC_Skim.omx,Transfer Wait Time,EA
PNRE_LOC_XPEN,EA_DRVE_LOC_Skim.omx,Transfer Penalty Time,EA
PNRE_LOC_WAUX,EA_DRVE_LOC_Skim.omx,Transfer Walk Time,EA
PNRE_LOC_WACC,EA_DRVE_LOC_Skim.omx,Access Walk Time,EA
PNRE_LOC_WEGR,EA_DRVE_LOC_Skim.omx,Egress Walk Time,EA
PNRE_LOC_DTIME,EA_DRVE_LOC_Skim.omx,Egress Drive Time,EA
PNRE_LOC_DDIST,EA_DRVE_LOC_Skim.omx,Egress Drive Distance,EA
PNRE_LOC_DT,EA_DRVE_LOC_Skim.omx,Dwelling Time,EA
PNRE_LOC_NT,EA_DRVE_LOC_Skim.omx,Number of Transfers,EA
PNRE_LOC_IVTT_PMov,EA_DRVE_LOC_Skim.omx,IVTT_PMov,EA
PNRE_LOC_IVTT_Bus,EA_DRVE_LOC_Skim.omx,IVTT_Bus,EA
PNRE_LOC_IVTT_StCar,EA_DRVE_LOC_Skim.omx,IVTT_StCar,EA
PNRE_LOC_IVTT_Brt,EA_DRVE_LOC_Skim.omx,IVTT_Brt,EA
PNRE_LOC_IVTT_UrbRail,EA_DRVE_LOC_Skim.omx,IVTT_UrbRail,EA
PNRE_LOC_IVTT_ComRail,EA_DRVE_LOC_Skim.omx,IVTT_ComRail,EA
PNRE_PRM_GC,EA_DRVE_PRM_Skim.omx,Generalized Cost,EA
PNRE_PRM_FARE,EA_DRVE_PRM_Skim.omx,Fare,EA
PNRE_PRM_IVT,EA_DRVE_PRM_Skim.omx,In-Vehicle Time,EA
PNRE_PRM_IWAIT,EA_DRVE_PRM_Skim.omx,Initial Wait Time,EA
PNRE_PRM_XWAIT,EA_DRVE_PRM_Skim.omx,Transfer Wait Time,EA
PNRE_PRM_XPEN,EA_DRVE_PRM_Skim.omx,Transfer Penalty Time,EA
PNRE_PRM_WAUX,EA_DRVE_PRM_Skim.omx,Transfer Walk Time,EA
PNRE_PRM_WACC,EA_DRVE_PRM_Skim.omx,Access Walk Time,EA
PNRE_PRM_WEGR,EA_DRVE_PRM_Skim.omx,Egress Walk Time,EA
PNRE_PRM_DTIME,EA_DRVE_PRM_Skim.omx,Egress Drive Time,EA
PNRE_PRM_DDIST,EA_DRVE_PRM_Skim.omx,Egress Drive Distance,EA
PNRE_PRM_DT,EA_DRVE_PRM_Skim.omx,Dwelling Time,EA
PNRE_PRM_NT,EA_DRVE_PRM_Skim.omx,Number of Transfers,EA
PNRE_PRM_IVTT_PMov,EA_DRVE_PRM_Skim.omx,IVTT_PMov,EA
PNRE_PRM_IVTT_Bus,EA_DRVE_PRM_Skim.omx,IVTT_Bus,EA
PNRE_PRM_IVTT_StCar,EA_DRVE_PRM_Skim.omx,IVTT_StCar,EA
PNRE_PRM_IVTT_Brt,EA_DRVE_PRM_Skim.omx,IVTT_Brt,EA
PNRE_PRM_IVTT_UrbRail,EA_DRVE_PRM_Skim.omx,IVTT_UrbRail,EA
PNRE_PRM_IVTT_ComRail,EA_DRVE_PRM_Skim.omx,IVTT_ComRail,EA
PNRE_MIX_GC,EA_DRVE_MIX_Skim.omx,Generalized Cost,EA
PNRE_MIX_FARE,EA_DRVE_MIX_Skim.omx,Fare,EA
PNRE_MIX_IVT,EA_DRVE_MIX_Skim.omx,In-Vehicle Time,EA
PNRE_MIX_IWAIT,EA_DRVE_MIX_Skim.omx,Initial Wait Time,EA
PNRE_MIX_XWAIT,EA_DRVE_MIX_Skim.omx,Transfer Wait Time,EA
PNRE_MIX_XPEN,EA_DRVE_MIX_Skim.omx,Transfer Penalty Time,EA
PNRE_MIX_WAUX,EA_DRVE_MIX_Skim.omx,Transfer Walk Time,EA
PNRE_MIX_WACC,EA_DRVE_MIX_Skim.omx,Access Walk Time,EA
PNRE_MIX_WEGR,EA_DRVE_MIX_Skim.omx,Egress Walk Time,EA
PNRE_MIX_DTIME,EA_DRVE_MIX_Skim.omx,Egress Drive Time,EA
PNRE_MIX_DDIST,EA_DRVE_MIX_Skim.omx,Egress Drive Distance,EA
PNRE_MIX_DT,EA_DRVE_MIX_Skim.omx,Dwelling Time,EA
