LINKSERIAL,USECOUNT,LOCAL_ID,AADT_YEAR,AADT,AADT_CAR,AADT_TRUCK,AADT_SUT,AADT_MUT,FCLASS,FCLASS_LABEL,AREATYPE,AREATYPE_LABEL,FCLASS_GROUP,COUNTY,CountyName,VOLUME_GROUP_MUT,VOLUME_GROUP_SUT,VOLUME_GROUP_TRUCK
1318,0,63-6120,2019,3728,3687,41,38,2,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
3109,1,63-5009,2018,18813,18204,608,342,264,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
18180,1,63-5057,2018,15151,14814,336,218,123,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
22153,0,63-5091,2018,14623,14243,380,190,132,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,100-199,200-499
22149,1,63-5092,2018,20434,19936,498,295,113,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
1133,1,63-5366,2018,19947,19524,422,247,175,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
868,0,63-5065,2019,10309,10130,179,143,35,4,Minor Arterial,3,Urban,Other Road,3,Oakland,0-99,100-199,100-199
1693,0,63-5851,2019,5956,5717,239,149,66,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,100-199,200-499
981,0,63-5844,2019,1313,1261,52,33,14,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,0-99,0-99
19776,0,63-1731,2019,8903,8742,161,107,27,4,Minor Arterial,3,Urban,Other Road,3,Oakland,0-99,100-199,100-199
3046,0,63-5459,2018,6491,6326,165,109,50,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,100-199,100-199
2946,1,63-5288,2018,10377,10121,255,160,95,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
3577,1,63-5411,2018,14388,14107,280,165,108,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,100-199,200-499
3070,0,63-5015,2018,5237,5166,70,62,10,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
3085,0,63-5337,2018,1181,1155,25,21,7,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
3364,1,63-5461,2018,12664,12288,375,209,155,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499
19817,0,63-5217,2018,8620,8386,234,139,78,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
21007,0,63-0299,2017,14315,13971,366,264,73,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,200-499,200-499
21005,0,63-0344,2017,8986,8770,216,108,99,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499
21004,0,63-5252,2018,7769,7567,202,132,62,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,100-199
2202,0,63-5344,2018,1493,1458,35,24,10,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
2204,0,63-5123,2018,2710,2661,48,37,16,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
19980,0,63-5200,2018,6682,6507,175,114,54,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,100-199
2667,0,63-5441,2018,945,920,25,16,8,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
2663,0,63-5066,2019,3070,2948,122,77,33,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,100-199
3506,0,63-5874,2019,3565,3420,145,90,41,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199
2571,0,63-5879,2019,6685,6424,261,160,74,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
2662,0,63-5223,2019,13340,12821,519,320,146,4,Minor Arterial,5,Rural,Other Road,3,Oakland,100-199,200-499,200-499
19978,0,63-5499,2018,588,580,7,6,5,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
3019,1,63-5355,2018,14568,14236,331,228,106,3,Principal Arterial,5,Rural,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
40169,1,63-5357,2018,14190,13395,795,387,387,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
2649,1,63-8209,2019,58803,55674,3129,718,2346,1,Interstate Freeway,4,Suburban,Interstate,3,Oakland,2000+,500-999,2000+
21907,0,63-5177,2018,8112,7902,210,138,64,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
19810,1,63-5220,2018,23972,22469,1502,725,688,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,500-999,500-999,1000-1999
1221,1,63-5546,2018,28267,26776,1491,816,651,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,500-999,500-999,1000-1999
3885,0,63-6114,2019,8110,7786,324,203,89,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,200-499,200-499
3115,0,63-5596,2018,8761,8523,238,141,79,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
3524,1,63-5096,2018,25964,25271,692,328,324,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,200-499,200-499,500-999
2040,0,63-5097,2019,14322,13764,558,344,157,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,500-999
3009,0,63-5416,2019,18580,17873,707,316,261,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
2634,0,63-5333,2019,4155,4105,50,47,3,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
1061,0,63-5468,2019,3260,3131,129,81,35,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199
3926,0,63-5320,2019,3740,3589,151,94,42,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199
2119,0,63-5214,2019,6670,6409,261,160,74,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
3428,0,63-5324,2019,12230,11754,476,293,134,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499
2500,0,63-5522,2018,4308,4197,111,73,34,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199
21957,0,63-5247,2018,6709,6528,181,107,61,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,100-199
3054,0,63-5523,2018,7324,7239,84,59,28,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
21058,1,63-5178,2018,11181,10942,238,152,86,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499
3244,0,63-5442,2018,429,409,19,17,0,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
21055,0,63-5179,2018,7215,7028,187,122,58,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,100-199,100-199
3053,0,63-5132,2019,3400,3266,134,84,36,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199
2192,1,63-0511,2019,15488,15040,448,219,222,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,200-499
2107,0,63-5115,2018,6019,5863,156,102,48,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,100-199,100-199
741,0,63-5134,2019,10740,10321,419,258,118,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499
2789,1,63-5536,2018,9326,9086,239,142,98,4,Minor Arterial,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499
1917,1,63-5369,2018,36571,35907,664,385,232,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
2595,0,63-0136,2017,80873,76242,4631,1617,4529,1,Interstate Freeway,3,Urban,Interstate,3,Oakland,2000+,1000-1999,2000+
20543,0,63-5368,2019,9489,9121,368,227,103,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499
19281,0,63-5046,2018,12205,12115,89,77,16,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
2588,0,63-8664,2018,11593,11454,139,46,93,2,Other Freeway,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,0-99,100-199
957,1,63-5239,2018,12699,12532,166,73,92,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,0-99,100-199
3162,0,63-6119,2019,4906,4885,21,19,2,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
931,1,63-5052,2018,20272,19569,702,291,410,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
2842,1,63-5412,2018,15307,14861,446,304,96,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499
34329,0,63-5330,2019,17780,17104,676,302,250,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
3004,0,63-5414,2019,14660,14102,558,249,206,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,200-499
3766,0,63-5447,2019,13190,12675,515,317,145,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499
1603,0,63-5446,2019,11040,10610,430,265,121,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499
39841,1,63-5787,2018,14351,14023,327,113,216,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,100-199,200-499
3473,1,63-5413,2018,28615,27975,639,357,280,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
409,0,63-5428,2019,6330,6084,246,152,69,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
1188,1,63-5506,2018,34979,34071,908,527,300,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,500-999,500-999
577,1,63-5238,2018,19587,19071,515,255,259,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
1259,0,63-5429,2019,15320,14738,582,261,214,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,200-499
19789,0,63-0636,2019,29987,29237,750,510,180,4,Minor Arterial,3,Urban,Other Road,3,Oakland,100-199,500-999,500-999
2475,0,63-8665,2018,25280,24977,303,101,202,2,Other Freeway,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,100-199,200-499
20604,0,63-5846,2019,14064,13516,548,338,154,4,Minor Arterial,3,Urban,Other Road,3,Oakland,100-199,200-499,200-499
19785,1,63-8672,2019,42127,41070,1057,703,261,4,Minor Arterial,3,Urban,Other Road,3,Oakland,200-499,500-999,500-999
285,0,63-5243,2019,11490,11269,221,151,35,4,Minor Arterial,3,Urban,Other Road,3,Oakland,0-99,100-199,100-199
2054,0,63-0214,2017,7935,7696,239,143,88,4,Minor Arterial,3,Urban,Other Road,3,Oakland,0-99,100-199,200-499
2072,0,63-5175,2019,5752,5703,49,44,5,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
1000,0,63-5174,2019,7145,6867,278,171,78,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
1329,0,63-5050,2019,18729,18616,113,85,28,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,0-99,100-199
19780,0,63-1723,2019,15386,15001,385,262,92,4,Minor Arterial,3,Urban,Other Road,3,Oakland,0-99,200-499,200-499
19779,0,63-1749,2019,14529,14267,262,174,44,4,Minor Arterial,3,Urban,Other Road,3,Oakland,0-99,100-199,200-499
1308,0,63-5010,2019,8424,8097,327,201,92,4,Minor Arterial,3,Urban,Other Road,3,Oakland,0-99,200-499,200-499
724,0,63-5843,2019,3174,3047,127,79,35,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199
3532,1,63-5031,2018,32538,32050,488,322,81,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499
94,0,63-5039,2019,14918,14335,583,358,165,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,500-999
1923,0,63-5241,2018,360,347,12,14,0,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
37708,1,63-5173,2018,15343,15211,131,79,56,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199
1536,1,63-5512,2018,13407,13215,191,100,94,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,100-199
3203,1,63-5410,2018,13205,12820,384,194,190,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,100-199,200-499
19825,0,63-5131,2019,12410,11939,471,211,173,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
1304,1,63-5193,2018,21684,21456,227,104,122,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,100-199,200-499
37723,1,63-5327,2018,24376,24001,374,185,128,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,100-199,200-499
1527,0,63-5194,2018,10690,10562,127,87,42,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199
3069,0,63-5912,2019,7642,7335,307,191,85,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
1469,0,63-5116,2018,10086,9825,261,171,80,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
2024,0,63-5541,2019,10360,9958,402,248,113,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499
2184,0,63-0091,2019,27917,27163,754,363,391,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
2138,1,63-5135,2018,29336,28528,808,484,295,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
1215,0,63-5539,2018,19327,18825,502,251,174,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
3960,0,63-5321,2018,11718,11607,110,67,43,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,0-99,100-199
4119,0,63-5361,2018,12789,12654,134,97,40,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,0-99,100-199
21973,1,63-5534,2018,23346,22583,762,372,305,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
3610,0,63-0535,2019,27737,26961,776,416,277,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
1040,1,63-5136,2018,16141,15954,186,114,78,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199
3589,0,63-0713,2019,28749,27973,776,374,402,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
3443,0,63-8489,2019,34456,33527,929,447,482,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
4621,1,63-5538,2018,13158,12453,704,380,321,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
3609,0,63-0817,2019,25328,24619,709,380,253,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
3607,1,63-0006,2019,35182,34220,962,519,350,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,500-999,500-999
3270,0,63-5335,2019,7470,7173,297,187,80,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499
2578,0,63-5262,2019,7160,6874,286,179,78,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,100-199,200-499
2655,0,63-5224,2019,11230,10793,437,269,123,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499
1999,0,63-0150,2017,27053,25627,1426,568,1650,1,Interstate Freeway,5,Rural,Interstate,3,Oakland,1000-1999,500-999,2000+
909,0,63-0151,2017,30378,28860,1517,607,1732,1,Interstate Freeway,5,Rural,Interstate,3,Oakland,1000-1999,500-999,2000+
2926,0,63-5371,2018,576,559,17,10,6,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
2637,0,63-5222,2019,11390,10947,443,273,124,4,Minor Arterial,5,Rural,Other Road,3,Oakland,100-199,200-499,200-499
2433,0,63-5537,2018,382,370,11,10,4,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
3462,0,63-5580,2019,2700,2643,57,28,28,3,Principal Arterial,5,Rural,Freeway/Prin. Art.,3,Oakland,0-99,0-99,0-99
20099,0,63-5599,2018,2648,2606,42,18,27,3,Principal Arterial,5,Rural,Freeway/Prin. Art.,3,Oakland,0-99,0-99,0-99
2417,0,63-5233,2019,530,507,23,13,8,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
1873,0,63-0152,2017,31582,30025,1556,631,1768,1,Interstate Freeway,5,Rural,Interstate,3,Oakland,1000-1999,500-999,2000+
3613,0,63-0816,2019,26133,25402,731,392,261,3,Principal Arterial,5,Rural,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
3569,0,63-5778,2019,2023,1943,80,50,22,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
324,0,63-1614,2018,13481,13171,310,270,40,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499
1997,0,63-8629,2019,38871,37433,1438,544,894,1,Interstate Freeway,4,Suburban,Interstate,3,Oakland,500-999,500-999,1000-1999
4252,0,63-5450,2018,21963,21369,594,352,198,4,Minor Arterial,5,Rural,Other Road,3,Oakland,100-199,200-499,500-999
2746,0,63-5237,2018,663,656,6,6,2,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
4237,0,63-5449,2018,713,693,20,13,6,5,Major Collector,5,Rural,Other Road,3,Oakland,0-99,0-99,0-99
19771,1,63-1725,2019,20485,20106,379,240,70,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499
1394,0,63-5389,2018,19334,19008,326,227,38,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499
860,1,63-5392,2018,23644,23273,370,204,167,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
576,0,63-5848,2019,3438,3302,136,86,36,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,0-99,100-199
1845,0,63-6080,2019,7730,7428,302,186,85,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
3721,0,63-5549,2019,5713,5652,61,55,5,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
3749,0,63-6062,2019,5650,5428,222,136,63,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,100-199
3748,0,63-6063,2019,6716,6453,263,162,74,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
3747,0,63-6064,2019,7194,6913,281,173,79,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
3712,0,63-5296,2018,17523,17048,475,281,159,4,Minor Arterial,3,Urban,Other Road,3,Oakland,100-199,200-499,200-499
3269,1,63-6089,2017,4283,4113,169,20,151,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,100-199,0-99,100-199
3651,0,63-5358,2019,5999,5759,240,150,66,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,100-199,200-499
4746,1,63-5562,2019,5216,4940,276,94,10,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,0-99,100-199
650,1,63-5551,2019,27713,27066,647,431,135,4,Minor Arterial,3,Urban,Other Road,3,Oakland,100-199,200-499,500-999
7,0,63-5911,2019,8105,7797,308,138,113,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,1,Detroit,100-199,100-199,200-499
3098,1,63-5773,2018,7740,7415,324,94,227,4,Minor Arterial,3,Urban,Other Road,3,Oakland,200-499,0-99,200-499
1096,0,63-5860,2019,3698,3558,140,62,52,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,0-99,100-199
2328,0,63-0649,2019,10875,10439,436,272,120,5,Major Collector,3,Urban,Other Road,3,Oakland,100-199,200-499,200-499
4531,0,63-3111,2019,5307,4967,340,101,239,1,Interstate Freeway,3,Urban,Interstate,3,Oakland,200-499,100-199,200-499
400,1,63-5394,2018,37278,36568,710,393,143,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999
3135,1,63-5504,2018,19866,18992,873,173,699,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,500-999,100-199,500-999
368,1,63-5387,2018,31322,30709,613,346,153,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
944,1,63-5388,2018,28197,27694,503,265,137,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
3878,0,63-0608,2018,21968,21792,176,132,22,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199
39987,0,63-5042,2018,881,855,25,17,9,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,0-99
4066,0,63-6675,2018,29564,29321,242,172,41,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499
4899,0,63-6720,2018,28395,28168,227,170,28,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199
37653,0,63-5024,2018,26672,26283,389,198,30,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499
271,1,63-5395,2018,29659,29076,583,300,117,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
1392,0,63-5276,2019,5560,5336,224,139,63,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
1382,0,63-5513,2019,7390,7096,294,184,80,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
3660,0,63-6053,2019,10790,10358,432,270,119,5,Major Collector,4,Suburban,Other Road,3,Oakland,100-199,200-499,200-499
4005,0,63-8459,2019,36885,35963,922,442,479,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
5014,0,63-0018,2018,48671,46772,1898,827,973,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,500-999,500-999,1000-1999
20432,0,63-6094,2019,6638,6371,267,166,74,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,100-199,200-499
4676,0,63-6776,2018,38463,36962,1500,654,769,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,500-999,500-999,1000-1999
5010,0,63-6775,2018,32699,31424,1275,556,654,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,500-999,500-999,1000-1999
39978,0,63-5045,2019,4260,4094,166,102,47,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,100-199
5007,1,63-0076,2018,36906,35479,1426,614,723,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,500-999,500-999,1000-1999
3978,0,63-0501,2018,34621,33271,1350,588,692,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,500-999,500-999,1000-1999
2629,0,63-5025,2018,22339,21985,354,152,37,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199
4508,0,63-6072,2019,14372,14221,151,88,18,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,0-99,100-199
19896,0,63-5021,2019,9040,8679,361,226,99,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,200-499,200-499
20482,0,63-6077,2019,4728,4537,191,119,53,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,100-199,100-199
4502,0,63-0048,2019,8563,8218,345,215,96,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,200-499,200-499
4501,0,63-6073,2019,7544,7240,304,189,85,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,100-199,200-499
20356,0,63-6074,2019,8205,7877,328,205,90,5,Major Collector,3,Urban,Other Road,3,Oakland,0-99,200-499,200-499
2640,0,63-5189,2019,21475,20639,836,515,235,4,Minor Arterial,3,Urban,Other Road,3,Oakland,200-499,500-999,500-999
2565,0,63-5030,2018,22240,21873,367,155,34,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199
2639,0,63-6091,2019,10798,10377,421,259,119,4,Minor Arterial,3,Urban,Other Road,3,Oakland,100-199,200-499,200-499
3219,0,63-6092,2019,9422,9056,366,225,103,4,Minor Arterial,3,Urban,Other Road,3,Oakland,100-199,200-499,200-499
3804,1,63-5329,2018,24636,24104,532,283,92,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499
3692,0,63-5292,2019,16230,15598,632,389,178,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,100-199,200-499,500-999
3961,0,63-8470,2019,31937,30691,1246,543,639,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,500-999,500-999,1000-1999
3681,0,63-5294,2019,9127,9025,102,86,15,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,0-99,100-199
1389,0,63-5144,2019,7050,6776,274,169,77,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
1399,0,63-5145,2019,6940,6668,272,167,77,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
3799,1,63-5332,2019,21495,21178,317,225,83,3,Principal Arterial,3,Urban,Freeway/Prin. Art.,3,Oakland,0-99,200-499,200-499
1112,0,63-5317,2019,5740,5509,231,144,64,5,Major Collector,4,Suburban,Other Road,3,Oakland,0-99,100-199,200-499
1158,0,63-0002,2018,14195,13939,256,128,57,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,100-199
2150,1,63-5318,2018,20330,20030,299,184,112,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,100-199,200-499
286,0,63-1507,2018,28692,28176,516,258,115,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,200-499
20608,1,63-5118,2018,17060,16781,278,129,152,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,100-199,200-499
1836,1,63-5393,2018,32320,31603,717,491,165,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,100-199,200-499,500-999
3409,0,63-0561,2019,32826,31940,886,426,460,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
1915,0,63-5184,2018,15977,15697,280,177,45,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,0-99,100-199,200-499
1523,1,63-5390,2018,34244,33444,799,456,315,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
20947,1,63-0434,2019,17579,16871,708,310,356,3,Principal Arterial,4,Suburban,Freeway/Prin. Art.,3,Oakland,200-499,200-499,500-999
1572,0,63-5991,2019,8381,8055,326,201,91,4,Minor Arterial,4,Suburban,Other Road,3,Oakland,0-99,200-499,200-499
